Id,employeenumber,WFO,WFH,Travel,Leaves,NoSwipe,month,year,is_active,CreatedBy,ModifiedBy,CreatedDate,ModifiedDate
459,31380158,15,6,0,8,0,7,2025,1,34852320,34852320,2025-08-01 10:04:34.600,2025-08-01 10:04:34.710
460,35098045,20,0,0,1,2,7,2025,1,34852320,34852320,2025-08-01 10:04:41.913,2025-08-18 18:11:18.697
461,34116750,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:04:46.007,2025-08-01 10:05:11.433
462,34839550,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:05:12.793,2025-08-01 10:05:12.900
463,34815601,16,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:05:24.950,2025-08-01 10:05:25.200
464,30983810,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:05:44.670,2025-08-19 10:01:45.350
465,34181698,19,0,0,2,2,7,2025,1,34852320,34852320,2025-08-01 10:06:01.220,2025-08-17 19:53:45.130
466,30801197,14,0,0,3,5,7,2025,1,34852320,34852320,2025-08-01 10:06:29.990,2025-08-07 13:32:02.817
467,32749170,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:06:30.023,2025-08-04 07:59:11.673
468,34827466,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:06:40.337,2025-08-01 10:06:40.493
469,30242069,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:06:41.680,2025-08-16 10:13:27.660
470,30244806,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:06:57.777,2025-08-19 11:22:10.207
471,31619632,15,0,0,3,5,7,2025,1,34852320,34852320,2025-08-01 10:07:04.200,2025-08-03 10:13:04.793
472,32700060,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:07:33.733,2025-08-01 10:07:52.127
473,35988048,17,1,0,3,3,7,2025,1,34852320,34852320,2025-08-01 10:07:37.813,2025-08-18 16:35:12.727
474,34822666,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:08:21.300,2025-08-18 07:06:44.230
475,34710796,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 10:08:47.947,2025-08-13 09:40:35.183
476,35560721,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:08:48.117,2025-08-11 09:20:56.877
477,30295788,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:09:05.980,2025-08-18 09:11:19.940
478,34944302,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:09:29.750,2025-08-18 10:26:30.377
479,31293396,11,3,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:09:56.037,2025-08-19 07:41:37.610
480,32042628,18,0,0,2,3,7,2025,1,34852320,34852320,2025-08-01 10:10:10.240,2025-08-19 11:45:22.063
481,34728983,12,3,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:10:40.323,2025-08-14 11:45:08.970
482,32207647,15,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 10:10:48.370,2025-08-07 23:10:11.223
483,31588498,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:10:52.497,2025-08-01 10:10:52.703
484,31259441,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:10:52.997,2025-08-19 06:08:56.270
485,35357498,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:10:57.277,2025-08-19 08:06:02.680
486,32213578,24,0,0,1,0,7,2025,1,34852320,NULL,2025-08-01 10:10:58.387,NULL
487,34905880,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 10:11:19.093,2025-08-18 07:50:56.060
488,34463358,6,4,0,10,7,7,2025,1,34852320,34852320,2025-08-01 10:11:28.423,2025-08-17 22:42:49.200
489,31677775,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:11:44.813,2025-08-01 10:11:45.017
490,35119772,14,1,0,5,5,7,2025,1,34852320,34852320,2025-08-01 10:12:00.987,2025-08-01 10:12:01.080
491,34171002,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 10:12:04.207,2025-08-13 14:57:20.737
492,34689524,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:12:20.007,2025-08-19 11:13:35.497
493,34580962,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:12:31.040,2025-08-19 10:54:49.677
494,32721010,12,1,7,2,4,7,2025,1,34852320,NULL,2025-08-01 10:13:04.387,NULL
495,35943248,23,0,0,0,0,7,2025,1,34852320,34852320,2025-08-01 10:13:40.953,2025-08-18 19:38:13.440
496,34211291,13,1,0,4,6,7,2025,1,34852320,34852320,2025-08-01 10:13:41.860,2025-08-18 00:07:42.873
497,35513248,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:13:56.580,2025-08-18 17:58:59.260
498,34745535,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:15:06.763,2025-08-18 12:47:32.877
499,34989200,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:15:14.267,2025-08-11 17:45:36.810
500,34828312,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 10:15:25.657,2025-08-19 07:38:08.993
501,34275052,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:15:41.877,2025-08-19 09:55:36.877
502,34824110,11,0,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:15:42.893,2025-08-06 21:28:50.440
503,34711919,11,0,0,8,4,7,2025,1,34852320,34852320,2025-08-01 10:16:11.647,2025-08-14 18:37:04.293
504,34137452,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:16:34.570,2025-08-19 10:55:08.863
505,30297223,17,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 10:16:58.667,2025-08-01 10:16:58.747
506,32206808,12,3,0,3,8,7,2025,1,34852320,34852320,2025-08-01 10:16:59.793,2025-08-01 10:17:27.360
507,31563488,20,0,0,1,2,7,2025,1,34852320,NULL,2025-08-01 10:17:02.137,NULL
508,35033533,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:17:28.373,2025-08-01 10:17:28.483
509,31501072,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:17:33.157,2025-08-19 06:05:12.747
510,35222605,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 10:18:02.567,2025-08-01 10:18:02.690
511,32442553,12,2,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:18:15.430,2025-08-19 05:46:07.537
512,30321508,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:18:17.210,2025-08-18 10:19:52.397
513,35951247,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 10:18:23.947,2025-08-17 20:47:39.647
514,31275851,9,3,0,7,7,7,2025,1,34852320,34852320,2025-08-01 10:18:25.180,2025-08-14 09:03:18.307
515,34793233,6,0,0,0,17,7,2025,1,34852320,34852320,2025-08-01 10:18:26.400,2025-08-01 10:18:43.917
516,30224579,11,2,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:18:35.683,2025-08-19 05:43:43.367
517,34674095,13,0,0,0,10,7,2025,1,34852320,34852320,2025-08-01 10:18:48.420,2025-08-07 09:32:15.867
518,34969222,11,2,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:19:05.483,2025-08-05 10:21:43.837
519,31708830,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:19:42.660,2025-08-01 10:19:42.817
520,34135105,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 10:19:43.910,2025-08-01 10:20:02.583
521,34836090,22,0,0,1,0,7,2025,1,34852320,34852320,2025-08-01 10:19:47.333,2025-08-01 10:20:34.727
522,35003183,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:19:57.880,2025-08-06 12:13:46.077
523,35062813,10,2,0,6,7,7,2025,1,34852320,34852320,2025-08-01 10:20:28.630,2025-08-18 19:10:05.393
524,35582592,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 10:20:54.120,2025-08-19 10:46:04.370
525,34641344,15,1,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:21:11.467,2025-08-01 10:21:11.577
526,34881174,15,0,0,5,3,7,2025,1,34852320,34852320,2025-08-01 10:21:22.893,2025-08-14 13:46:47.450
527,30757306,11,1,0,5,7,7,2025,1,34852320,NULL,2025-08-01 10:21:29.083,NULL
528,30355017,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:21:31.973,2025-08-14 11:29:31.317
529,35150503,23,0,0,1,0,7,2025,1,34852320,34852320,2025-08-01 10:21:33.817,2025-08-16 12:15:54.240
530,35657128,13,3,0,3,8,7,2025,1,34852320,34852320,2025-08-01 10:21:49.710,2025-08-18 10:26:35.033
531,35538935,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:21:50.383,2025-08-18 15:47:55.633
532,34867369,17,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:21:54.883,2025-08-08 13:19:33.207
533,35529516,6,0,0,10,7,7,2025,1,34852320,34852320,2025-08-01 10:22:06.853,2025-08-04 17:34:55.053
534,35081794,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:22:33.573,2025-08-01 10:22:33.637
535,34106547,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:22:43.373,2025-08-01 10:22:43.513
536,35812255,5,2,0,10,8,7,2025,1,34852320,34852320,2025-08-01 10:22:58.263,2025-08-01 10:40:05.117
537,31566546,17,0,0,2,4,7,2025,1,34852320,34852320,2025-08-01 10:22:59.390,2025-08-09 07:15:17.107
538,30250683,12,1,2,3,7,7,2025,1,34852320,NULL,2025-08-01 10:23:09.063,NULL
539,34980325,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:23:36.693,2025-08-11 12:31:09.367
540,36023016,19,0,0,2,2,7,2025,1,34852320,34852320,2025-08-01 10:23:36.943,2025-08-01 10:23:37.067
541,35027951,20,0,0,1,3,7,2025,1,34852320,34852320,2025-08-01 10:23:42.100,2025-08-18 12:42:24.150
542,31239286,13,0,0,4,5,7,2025,1,34852320,34852320,2025-08-01 10:24:02.287,2025-08-19 08:57:44.297
543,36008168,20,0,0,3,0,7,2025,1,34852320,34852320,2025-08-01 10:24:06.413,2025-08-07 12:23:46.883
544,35351145,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:24:07.853,2025-08-13 08:17:18.140
545,31539041,16,1,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:24:31.513,2025-08-18 13:44:02.613
546,32163248,7,4,0,5,7,7,2025,1,34852320,NULL,2025-08-01 10:24:37.547,NULL
547,34153692,12,4,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:25:25.737,2025-08-17 17:46:40.707
548,35546962,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:25:30.190,2025-08-16 00:27:34.433
549,34929392,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 10:25:31.113,2025-08-13 11:58:55.383
550,34774352,6,9,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:25:36.067,2025-08-11 10:27:43.310
551,33323270,12,3,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:25:44.350,2025-08-05 17:00:27.620
552,35378073,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:25:53.773,2025-08-01 10:25:55.367
553,35283237,8,0,0,0,15,7,2025,1,34852320,34852320,2025-08-01 10:26:01.850,2025-08-01 10:47:08.440
554,30301566,12,1,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:26:09.807,2025-08-13 12:27:15.790
555,35052076,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:26:17.683,2025-08-01 10:26:17.760
556,34977794,13,2,0,3,9,7,2025,1,34852320,34852320,2025-08-01 10:26:27.730,2025-08-14 11:56:03.827
557,33904044,9,3,0,7,7,7,2025,1,34852320,34852320,2025-08-01 10:26:30.417,2025-08-18 13:22:18.010
558,35360448,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:26:31.557,2025-08-17 00:04:03.373
559,34162414,9,0,0,7,7,7,2025,1,34852320,34852320,2025-08-01 10:26:33.120,2025-08-01 10:26:33.183
560,35551768,20,0,0,1,2,7,2025,1,34852320,34852320,2025-08-01 10:26:51.887,2025-08-19 07:49:54.013
561,33202356,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:26:56.263,2025-08-17 17:06:13.920
562,30344324,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:27:08.560,2025-08-01 10:27:08.703
563,30607512,12,0,0,5,6,7,2025,1,34852320,34852320,2025-08-01 10:27:22.910,2025-08-11 07:10:36.297
564,35521907,19,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 10:27:36.630,2025-08-18 12:53:10.713
565,34729884,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:27:52.430,2025-08-15 16:48:36.553
566,34927642,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:28:01.710,2025-08-18 16:08:52.053
567,31553890,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 10:28:08.027,2025-08-19 10:31:41.760
568,35804335,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:28:16.230,2025-08-18 17:33:49.763
569,35107384,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:28:22.997,2025-08-13 21:56:31.200
570,35805897,15,1,0,1,7,7,2025,1,34852320,NULL,2025-08-01 10:28:25.497,NULL
571,30241612,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:28:29.747,2025-08-16 08:31:10.717
572,34951936,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 10:28:33.607,2025-08-01 10:28:33.747
573,34845053,17,0,0,3,3,7,2025,1,34852320,34852320,2025-08-01 10:28:34.497,2025-08-18 17:18:54.600
574,34178103,14,1,0,4,5,7,2025,1,34852320,34852320,2025-08-01 10:28:36.497,2025-08-01 10:28:38.983
575,34779945,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:28:37.043,2025-08-18 21:51:14.053
576,35058454,14,2,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:28:58.077,2025-08-06 08:34:35.040
577,35033579,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:29:04.173,2025-08-19 05:15:52.900
578,35362188,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:29:14.440,2025-08-18 10:57:38.900
579,34937329,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:29:31.850,2025-08-17 20:37:58.540
580,32029420,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:29:50.617,2025-08-01 10:29:56.540
581,32793647,7,0,0,10,6,7,2025,1,34852320,34852320,2025-08-01 10:30:30.280,2025-08-06 11:12:46.043
582,34788105,17,0,0,2,4,7,2025,1,34852320,34852320,2025-08-01 10:30:30.360,2025-08-01 10:30:32.500
583,35298481,21,0,0,2,0,7,2025,1,34852320,34852320,2025-08-01 10:31:14.240,2025-08-03 15:40:26.403
584,31053797,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:31:18.553,2025-08-19 02:18:15.143
585,30303038,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:31:23.210,2025-08-19 07:44:21.867
586,34970354,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 10:31:32.477,2025-08-04 07:59:21.563
587,35065277,14,1,0,2,7,7,2025,1,34852320,NULL,2025-08-01 10:31:33.633,NULL
588,34925369,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:31:43.947,2025-08-01 10:31:54.807
589,30282015,17,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 10:31:51.353,2025-08-15 20:23:08.887
590,34930317,12,1,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:32:03.447,2025-08-19 11:01:06.240
591,33804811,12,3,0,5,6,7,2025,1,34852320,34852320,2025-08-01 10:32:10.150,2025-08-01 10:39:23.440
592,30589747,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:32:16.653,2025-08-05 11:48:27.673
593,31419028,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:32:24.997,2025-08-14 11:59:32.010
594,34907389,13,1,1,2,7,7,2025,1,34852320,34852320,2025-08-01 10:32:28.030,2025-08-05 15:43:14.207
595,30660758,19,0,0,2,2,7,2025,1,34852320,34852320,2025-08-01 10:32:46.377,2025-08-19 06:33:05.920
596,35373176,9,9,0,1,4,7,2025,1,34852320,34852320,2025-08-01 10:32:46.923,2025-08-18 20:07:18.620
597,34907263,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:33:32.787,2025-08-06 15:31:41.577
598,34090894,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 10:33:37.103,2025-08-19 09:10:19.920
599,31524627,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:34:04.450,2025-08-01 10:34:04.527
600,34726226,14,2,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:34:30.077,2025-08-14 10:12:47.577
601,34855014,17,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 10:34:36.313,2025-08-05 12:11:19.173
602,30234149,21,0,0,0,2,7,2025,1,34852320,34852320,2025-08-01 10:34:45.957,2025-08-01 10:34:46.033
603,34133526,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:34:55.223,2025-08-01 10:34:55.300
604,35080483,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:35:19.240,2025-08-13 14:45:12.423
605,34088308,16,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:35:51.857,2025-08-06 13:00:20.680
606,35383101,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:36:37.253,2025-08-17 20:32:50.983
607,35222801,14,2,1,2,7,7,2025,1,34852320,34852320,2025-08-01 10:36:40.660,2025-08-01 10:36:40.833
608,28301964,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 10:37:31.230,2025-08-01 10:37:31.337
609,35167540,14,0,0,0,9,7,2025,1,34852320,34852320,2025-08-01 10:37:35.730,2025-08-11 07:22:50.270
610,34192953,21,0,0,0,2,7,2025,1,34852320,34852320,2025-08-01 10:38:00.217,2025-08-14 00:21:39.943
611,35580754,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:38:11.673,2025-08-11 15:38:13.910
612,33404147,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:38:31.787,2025-08-06 14:55:00.577
613,34930424,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 10:38:52.367,2025-08-18 20:46:55.797
614,30598229,5,9,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:38:55.150,2025-08-14 10:09:55.510
615,32145857,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:38:59.913,2025-08-16 07:44:07.290
616,34547090,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:39:02.257,2025-08-01 10:39:13.170
617,34038078,16,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:39:15.250,2025-08-01 21:41:56.750
618,34750332,11,1,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:39:27.690,2025-08-12 20:11:07.093
619,30285423,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:39:38.050,2025-08-01 10:39:38.097
620,34691245,13,0,0,5,5,7,2025,1,34852320,34852320,2025-08-01 10:39:49.410,2025-08-05 09:07:13.510
621,33614964,20,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 10:39:52.427,2025-08-01 19:34:11.120
622,34894543,18,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 10:40:29.070,2025-08-14 12:29:30.960
623,35059925,10,5,0,6,7,7,2025,1,34852320,34852320,2025-08-01 10:40:32.337,2025-08-18 11:46:32.563
624,35311028,10,3,0,6,7,7,2025,1,34852320,34852320,2025-08-01 10:41:56.177,2025-08-01 10:41:56.240
625,34844811,7,6,0,10,6,7,2025,1,34852320,34852320,2025-08-01 10:43:01.657,2025-08-12 23:23:01.497
626,31501580,11,0,0,5,7,7,2025,1,34852320,NULL,2025-08-01 10:43:07.953,NULL
627,34088326,18,0,0,2,4,7,2025,1,34852320,34852320,2025-08-01 10:43:11.017,2025-08-13 09:44:14.653
628,30230811,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:43:36.567,2025-08-06 06:57:10.327
629,32446657,22,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 10:43:57.803,2025-08-01 10:43:57.913
630,32036083,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:44:14.697,2025-08-04 10:25:44.973
631,34943768,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 10:44:19.230,2025-08-18 15:42:52.880
632,34764728,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:44:55.623,2025-08-17 20:11:52.147
633,35004752,10,0,0,6,7,7,2025,1,34852320,34852320,2025-08-01 10:45:02.547,2025-08-17 08:17:22.200
634,34131172,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 10:45:13.113,2025-08-01 10:45:13.207
635,34820178,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:45:26.490,2025-08-18 15:21:12.643
636,34145210,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:45:33.273,2025-08-18 17:05:11.230
637,28302280,16,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 10:45:34.197,2025-08-11 10:59:28.137
638,32704084,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:45:46.120,2025-08-01 10:45:46.260
639,35580638,14,0,0,2,7,7,2025,1,34852320,NULL,2025-08-01 10:45:59.133,NULL
640,31225889,11,2,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:46:04.010,2025-08-19 11:35:15.007
641,34615426,7,4,0,8,8,7,2025,1,34852320,NULL,2025-08-01 10:46:07.793,NULL
642,33377168,7,10,4,0,2,7,2025,1,34852320,34852320,2025-08-01 10:46:21.967,2025-08-01 10:46:22.043
643,30225792,14,2,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:46:47.470,2025-08-18 19:10:41.337
644,30263161,19,0,0,1,3,7,2025,1,34852320,34852320,2025-08-01 10:46:56.923,2025-08-17 09:19:28.963
645,30312778,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:47:05.207,2025-08-14 22:45:55.260
646,35164240,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:47:09.423,2025-08-18 15:32:32.947
647,34790655,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:47:13.097,2025-08-14 07:47:01.437
648,31633876,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:47:20.597,2025-08-08 23:24:04.457
649,30302039,20,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 10:47:59.073,2025-08-01 10:47:59.697
650,31214212,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:47:59.807,2025-08-18 10:43:39.623
651,35063297,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:48:12.417,2025-08-10 22:58:25.307
652,35359691,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:48:13.073,2025-08-14 12:10:54.047
653,35000355,15,1,0,3,5,7,2025,1,34852320,34852320,2025-08-01 10:48:14.607,2025-08-11 12:17:56.037
654,35145173,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 10:48:21.217,2025-08-19 07:59:30.080
655,34839676,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:48:26.107,2025-08-01 10:48:34.467
656,30245903,11,2,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:48:31.687,2025-08-18 05:33:05.427
657,35017588,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:48:35.373,2025-08-10 10:55:48.663
658,34989889,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:48:49.423,2025-08-18 22:01:41.883
659,33427952,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:48:56.533,2025-08-19 08:56:04.397
660,35820200,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:49:13.440,2025-08-18 09:07:34.727
661,34155716,19,0,0,2,2,7,2025,1,34852320,34852320,2025-08-01 10:49:35.883,2025-08-01 10:49:36.570
662,35242898,23,0,0,0,0,7,2025,1,34852320,34852320,2025-08-01 10:49:37.320,2025-08-07 21:50:55.723
663,30308792,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:49:53.913,2025-08-18 19:27:32.843
664,35509002,10,4,0,6,7,7,2025,1,34852320,34852320,2025-08-01 10:50:33.293,2025-08-01 10:50:33.437
665,33541971,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:50:34.623,2025-08-06 12:16:05.037
666,35124533,13,3,0,3,10,7,2025,1,34852320,34852320,2025-08-01 10:51:00.937,2025-08-19 10:11:44.113
667,30792152,18,0,0,0,5,7,2025,1,34852320,NULL,2025-08-01 10:51:18.160,NULL
668,31986593,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:51:18.177,2025-08-12 07:20:04.617
669,34905256,22,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 10:51:31.227,2025-08-01 10:51:31.383
670,34165938,9,0,0,7,7,7,2025,1,34852320,34852320,2025-08-01 10:52:15.670,2025-08-14 17:47:27.927
671,34823914,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 10:52:28.813,2025-08-01 10:52:28.907
672,30297367,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:52:28.890,2025-08-05 18:39:32.050
673,31966301,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 10:52:30.017,2025-08-08 00:49:05.820
674,34984303,11,3,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:52:53.503,2025-08-05 23:34:50.690
675,35451180,12,4,0,4,7,7,2025,1,34852320,34852320,2025-08-01 10:53:11.193,2025-08-04 21:30:31.723
676,35606978,10,0,0,7,6,7,2025,1,34852320,34852320,2025-08-01 10:53:30.820,2025-08-01 10:53:31.007
677,30263893,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 10:53:43.493,2025-08-18 11:31:19.667
678,35821646,8,0,0,10,6,7,2025,1,34852320,34852320,2025-08-01 10:55:14.630,2025-08-08 12:22:46.277
679,31261731,12,2,0,5,6,7,2025,1,34852320,34852320,2025-08-01 10:56:08.390,2025-08-01 10:56:08.450
680,35081641,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:56:10.030,2025-08-19 03:17:57.050
681,34999967,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:56:14.107,2025-08-19 04:43:29.350
682,31053715,20,0,0,3,0,7,2025,1,34852320,34852320,2025-08-01 10:56:35.737,2025-08-18 10:30:29.267
683,34882850,1,14,0,1,7,7,2025,1,34852320,34852320,2025-08-01 10:56:38.347,2025-08-08 11:45:28.797
684,30384110,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 10:56:51.723,2025-08-12 14:23:34.453
685,34956664,11,2,0,5,7,7,2025,1,34852320,34852320,2025-08-01 10:57:46.013,2025-08-08 19:16:55.793
686,30376423,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 10:58:44.303,2025-08-19 07:12:54.430
687,35601269,5,11,0,12,6,7,2025,1,34852320,34852320,2025-08-01 10:58:50.257,2025-08-07 17:14:41.283
688,31661381,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 10:59:03.930,2025-08-18 17:55:03.777
