Id,employeenumber,WFO,WFH,Travel,Leaves,NoSwipe,month,year,is_active,CreatedBy,ModifiedBy,CreatedDate,ModifiedDate
1009,34793581,6,9,0,11,6,7,2025,1,34852320,34852320,2025-08-01 12:25:09.550,2025-08-18 09:58:25.797
1010,35116613,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:25:18.550,2025-08-17 12:17:01.303
1011,35055386,5,5,0,11,7,7,2025,1,34852320,34852320,2025-08-01 12:25:30.940,2025-08-15 15:46:09.557
1012,32607233,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:25:43.960,2025-08-01 12:25:44.070
1013,34914326,17,0,0,2,4,7,2025,1,34852320,34852320,2025-08-01 12:25:50.210,2025-08-18 18:20:17.593
1014,34799683,11,0,0,4,8,7,2025,1,34852320,NULL,2025-08-01 12:25:57.243,NULL
1015,34607809,12,1,0,4,7,7,2025,1,34852320,34852320,2025-08-01 12:26:18.700,2025-08-04 17:49:59.230
1016,34961088,20,0,0,1,2,7,2025,1,34852320,NULL,2025-08-01 12:26:36.203,NULL
1017,30246065,6,9,0,2,6,7,2025,1,34852320,34852320,2025-08-01 12:26:48.047,2025-08-19 08:11:16.127
1018,34930013,4,0,0,14,5,7,2025,1,34852320,34852320,2025-08-01 12:27:10.427,2025-08-11 14:18:24.780
1019,34616452,28,0,0,1,0,7,2025,1,34852320,34852320,2025-08-01 12:27:11.367,2025-08-18 10:37:55.367
1020,33876324,1,0,0,15,7,7,2025,1,34852320,34852320,2025-08-01 12:27:35.603,2025-08-19 11:56:34.277
1021,33372868,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:27:57.310,2025-08-19 09:31:44.003
1022,35126069,15,1,0,3,5,7,2025,1,34852320,34852320,2025-08-01 12:28:05.293,2025-08-18 11:16:01.883
1023,35792446,8,7,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:28:29.780,2025-08-13 17:41:58.443
1024,35423862,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:29:07.833,2025-08-19 09:44:24.897
1025,34761703,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 12:29:31.540,2025-08-19 11:33:19.163
1026,34175758,15,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 12:29:48.980,2025-08-04 01:48:28.170
1027,34148486,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:30:13.923,2025-08-01 12:30:14.047
1028,34990243,17,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:30:26.220,2025-08-18 14:52:57.863
1029,35285360,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:30:35.737,2025-08-18 14:17:27.507
1030,30252431,14,0,9,1,3,7,2025,1,34852320,34852320,2025-08-01 12:31:02.740,2025-08-18 15:51:04.467
1031,30316328,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:31:35.760,2025-08-07 11:14:17.673
1032,30562524,10,0,0,5,7,7,2025,1,34852320,34852320,2025-08-01 12:31:49.353,2025-08-01 12:31:51.700
1033,32162588,12,0,1,3,7,7,2025,1,34852320,34852320,2025-08-01 12:31:58.463,2025-08-01 12:31:58.527
1034,35133131,23,0,0,0,0,7,2025,1,34852320,34852320,2025-08-01 12:32:30.593,2025-08-01 12:32:30.687
1035,34214528,6,0,0,10,7,7,2025,1,34852320,34852320,2025-08-01 12:32:45.067,2025-08-01 12:32:45.283
1036,31594089,8,0,0,12,3,7,2025,1,34852320,34852320,2025-08-01 12:32:53.787,2025-08-18 14:21:44.387
1037,35921315,0,0,31,0,0,7,2025,1,34852320,34852320,2025-08-01 12:33:00.503,2025-08-01 12:34:30.860
1038,32536612,15,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 12:33:14.227,2025-08-11 08:40:16.067
1039,34676734,15,0,0,0,8,7,2025,1,34852320,34852320,2025-08-01 12:33:23.853,2025-08-01 12:33:23.930
1040,30247714,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 12:33:27.917,2025-08-19 08:57:13.997
1041,34853285,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:33:42.103,2025-08-13 10:55:24.927
1042,33348725,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 12:33:46.840,2025-08-01 12:33:46.917
1043,30972886,13,0,0,4,6,7,2025,1,34852320,34852320,2025-08-01 12:33:52.247,2025-08-05 11:41:18.413
1044,34936874,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:34:12.217,2025-08-07 10:09:18.713
1045,31198668,11,3,0,5,7,7,2025,1,34852320,34852320,2025-08-01 12:34:56.723,2025-08-13 14:32:49.303
1046,32704404,21,0,0,0,2,7,2025,1,34852320,34852320,2025-08-01 12:35:00.473,2025-08-01 12:35:32.103
1047,32474448,13,0,5,2,4,7,2025,1,34852320,34852320,2025-08-01 12:35:08.553,2025-08-18 22:00:21.297
1048,35040847,8,8,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:35:15.287,2025-08-01 12:35:43.197
1049,30348357,13,1,0,4,6,7,2025,1,34852320,34852320,2025-08-01 12:35:16.367,2025-08-01 12:35:16.477
1050,35513952,8,7,0,8,7,7,2025,1,34852320,34852320,2025-08-01 12:35:24.947,2025-08-19 11:18:27.757
1051,35379544,14,0,0,3,6,7,2025,1,34852320,NULL,2025-08-01 12:35:38.667,NULL
1052,30234354,2,0,19,1,7,7,2025,1,34852320,34852320,2025-08-01 12:35:54.700,2025-08-01 12:35:54.793
1053,33968831,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:36:07.907,2025-08-09 21:18:06.167
1054,35893364,4,0,0,13,6,7,2025,1,34852320,34852320,2025-08-01 12:36:09.860,2025-08-12 13:26:48.933
1055,30278477,13,0,0,4,6,7,2025,1,34852320,34852320,2025-08-01 12:36:35.660,2025-08-17 21:01:57.123
1056,34237754,16,0,0,1,6,7,2025,1,34852320,NULL,2025-08-01 12:37:03.223,NULL
1057,33872435,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 12:37:10.977,2025-08-13 20:41:19.170
1058,33990496,19,0,0,1,2,7,2025,1,34852320,34852320,2025-08-01 12:37:12.773,2025-08-11 15:28:19.763
1059,34867724,18,0,0,2,3,7,2025,1,34852320,34852320,2025-08-01 12:37:43.900,2025-08-18 08:35:58.540
1060,35203369,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:37:46.273,2025-08-18 10:36:36.933
1061,34192944,23,0,0,0,0,7,2025,1,34852320,34852320,2025-08-01 12:37:51.570,2025-08-18 22:43:43.170
1062,32262685,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:38:07.200,2025-08-18 08:24:13.810
1063,34030183,13,3,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:38:15.903,2025-08-12 21:35:14.163
1064,35562239,17,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 12:38:29.873,2025-08-05 15:13:46.317
1065,34255920,9,2,0,7,7,7,2025,1,34852320,34852320,2025-08-01 12:38:31.687,2025-08-01 12:38:41.233
1066,35561098,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:38:42.733,2025-08-01 12:38:42.827
1067,32555011,8,5,0,5,9,7,2025,1,34852320,34852320,2025-08-01 12:39:22.430,2025-08-07 07:30:28.517
1068,35333816,9,0,0,12,2,7,2025,1,34852320,NULL,2025-08-01 12:39:25.557,NULL
1069,35084345,12,2,0,5,6,7,2025,1,34852320,34852320,2025-08-01 12:39:27.510,2025-08-01 12:39:53.043
1070,35365130,14,2,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:39:28.383,2025-08-01 12:41:59.933
1071,30300460,21,0,0,1,1,7,2025,1,34852320,34852320,2025-08-01 12:39:31.680,2025-08-01 12:39:45.433
1072,30989636,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:40:01.980,2025-08-01 12:40:06.827
1073,32758613,11,3,0,5,7,7,2025,1,34852320,34852320,2025-08-01 12:40:20.313,2025-08-14 14:56:20.147
1074,34963754,12,0,0,3,9,7,2025,1,34852320,34852320,2025-08-01 12:40:55.723,2025-08-17 16:14:51.007
1075,32613805,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 12:41:05.693,2025-08-01 12:41:24.320
1076,34265170,14,0,2,2,7,7,2025,1,34852320,34852320,2025-08-01 12:41:31.883,2025-08-01 12:41:32.070
1077,28301459,8,0,0,0,15,7,2025,1,34852320,34852320,2025-08-01 12:41:33.540,2025-08-13 15:53:15.973
1078,32132120,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 12:41:34.667,2025-08-18 11:18:16.837
1079,34808030,20,0,0,1,2,7,2025,1,34852320,34852320,2025-08-01 12:41:53.777,2025-08-01 12:41:53.853
1080,31562005,22,0,0,1,0,7,2025,1,34852320,NULL,2025-08-01 12:42:05.933,NULL
1081,32160893,16,2,0,3,4,7,2025,1,34852320,34852320,2025-08-01 12:42:20.377,2025-08-19 00:02:33.757
1082,34067205,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 12:42:32.127,2025-08-16 10:43:32.713
1083,31275566,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:42:32.207,2025-08-01 12:42:32.300
1084,33938687,20,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 12:42:32.817,2025-08-01 12:42:51.757
1085,34461519,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 12:42:33.740,2025-08-18 17:46:13.350
1086,35802159,17,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:42:34.240,2025-08-01 12:42:34.317
1087,30276086,22,0,0,1,0,7,2025,1,34852320,34852320,2025-08-01 12:43:17.757,2025-08-13 19:59:11.120
1088,35513346,9,2,0,7,7,7,2025,1,34852320,34852320,2025-08-01 12:43:19.100,2025-08-18 23:01:18.237
1089,31225549,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:44:03.747,2025-08-19 10:19:57.647
1090,35583252,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:44:13.530,2025-08-16 11:31:15.463
1091,32599607,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 12:44:16.610,2025-08-13 12:03:25.377
1092,34760072,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 12:44:18.580,2025-08-01 12:51:55.197
1093,34639197,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 12:44:27.017,2025-08-01 12:44:27.127
1094,34924066,17,0,0,4,2,7,2025,1,34852320,34852320,2025-08-01 12:45:16.243,2025-08-18 17:42:54.747
1095,34468166,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:45:28.840,2025-08-18 21:21:15.673
1096,31045002,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 12:45:33.150,2025-08-13 08:02:28.060
1097,35129388,20,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 12:45:46.497,2025-08-01 12:45:46.717
1098,32688048,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:45:53.843,2025-08-18 09:49:36.953
1099,30295412,16,0,0,0,8,7,2025,1,34852320,34852320,2025-08-01 12:46:20.173,2025-08-01 12:46:20.343
1100,35496560,16,0,0,2,5,7,2025,1,34852320,NULL,2025-08-01 12:46:57.660,NULL
1101,35004725,2,21,0,0,0,7,2025,1,34852320,NULL,2025-08-01 12:47:25.180,NULL
1102,35584206,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 12:47:29.680,2025-08-11 06:34:10.670
1103,35291736,22,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 12:47:31.867,2025-08-06 15:18:54.847
1104,35630273,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 12:47:52.887,2025-08-14 17:35:21.507
1105,32124353,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 12:48:04.873,2025-08-18 11:20:57.310
1106,30241596,19,0,0,2,2,7,2025,1,34852320,34852320,2025-08-01 12:48:05.183,2025-08-01 12:48:05.480
1107,32187222,4,8,0,12,7,7,2025,1,34852320,NULL,2025-08-01 12:48:18.667,NULL
1108,36008186,19,0,0,2,1,7,2025,1,34852320,34852320,2025-08-01 12:48:36.263,2025-08-19 00:04:45.383
1109,34973798,7,0,0,0,16,7,2025,1,34852320,34852320,2025-08-01 12:49:15.847,2025-08-01 12:49:37.053
1110,31687050,15,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 12:49:28.003,2025-08-18 18:55:53.867
1111,35828159,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:50:00.130,2025-08-01 12:50:00.240
1112,35412008,12,2,0,4,7,7,2025,1,34852320,34852320,2025-08-01 12:50:17.573,2025-08-01 12:51:12.643
1113,32791097,16,0,0,2,5,7,2025,1,34852320,34852320,2025-08-01 12:50:18.027,2025-08-01 12:50:18.370
1114,33338567,11,3,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:51:46.460,2025-08-01 12:57:33.117
1115,34760250,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:53:10.097,2025-08-18 10:19:29.987
1116,34192980,11,0,0,9,3,7,2025,1,34852320,34852320,2025-08-01 12:54:38.720,2025-08-07 12:37:28.497
1117,35082506,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:55:03.457,2025-08-16 21:25:46.677
1118,34646893,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:55:15.443,2025-08-02 09:09:48.520
1119,34875476,12,0,0,5,6,7,2025,1,34852320,34852320,2025-08-01 12:55:15.927,2025-08-01 12:55:16.037
1120,34706373,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:55:20.100,2025-08-08 09:05:48.687
1121,32474616,18,0,4,1,3,7,2025,1,34852320,NULL,2025-08-01 12:55:23.820,NULL
1122,34997077,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:56:03.293,2025-08-11 10:43:33.073
1123,30479116,18,0,0,2,3,7,2025,1,34852320,34852320,2025-08-01 12:56:05.437,2025-08-01 14:00:31.280
1124,32674277,12,3,0,4,7,7,2025,1,34852320,NULL,2025-08-01 12:56:44.143,NULL
1125,35092862,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:56:47.347,2025-08-01 12:56:47.457
1126,36069636,6,0,0,0,0,7,2025,1,34852320,34852320,2025-08-01 12:56:49.207,2025-08-18 12:16:27.097
1127,35536633,21,0,0,1,1,7,2025,1,34852320,34852320,2025-08-01 12:56:56.177,2025-08-18 22:45:24.540
1128,35344733,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 12:57:28.790,2025-08-19 10:33:59.743
1129,35605639,14,1,0,1,8,7,2025,1,34852320,NULL,2025-08-01 12:57:44.590,NULL
1130,28302370,8,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 12:57:51.167,2025-08-18 13:24:12.473
1131,30267513,13,3,0,3,7,7,2025,1,34852320,34852320,2025-08-01 12:58:18.687,2025-08-19 10:14:50.607
1132,30249632,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 12:58:36.923,2025-08-01 12:58:37.033
1133,32574492,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 12:58:47.737,2025-08-17 23:57:32.810
1134,34186577,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 12:59:09.990,2025-08-01 12:59:10.100
1135,35559911,11,1,0,5,7,7,2025,1,34852320,34852320,2025-08-01 12:59:32.790,2025-08-17 13:19:30.797
1136,35482995,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 13:01:25.677,2025-08-07 13:49:49.280
1137,34821373,11,4,0,5,7,7,2025,1,34852320,34852320,2025-08-01 13:01:26.710,2025-08-19 11:19:08.607
1138,35025356,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:01:30.710,2025-08-11 09:51:19.950
1139,34867779,14,2,0,4,5,7,2025,1,34852320,34852320,2025-08-01 13:02:23.953,2025-08-17 22:29:03.160
1140,34951516,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:02:57.173,2025-08-06 16:21:41.843
1141,35517734,9,0,0,2,12,7,2025,1,34852320,34852320,2025-08-01 13:03:13.850,2025-08-04 19:07:59.363
1142,33145070,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:04:01.527,2025-08-01 13:04:10.123
1143,35429580,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:04:11.857,2025-08-01 13:05:06.757
1144,34921005,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:04:20.310,2025-08-19 07:28:55.770
1145,34151355,18,0,0,1,3,7,2025,1,34852320,34852320,2025-08-01 13:04:35.610,2025-08-11 07:44:51.633
1146,31380130,19,0,1,1,3,7,2025,1,34852320,34852320,2025-08-01 13:04:53.393,2025-08-18 06:09:34.990
1147,34987293,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:05:16.647,2025-08-18 16:11:02.557
1148,35438954,20,0,2,3,0,7,2025,1,34852320,34852320,2025-08-01 13:05:25.757,2025-08-19 04:05:24.573
1149,34788258,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:05:26.680,2025-08-18 16:30:49.757
1150,34718299,12,3,0,4,8,7,2025,1,34852320,34852320,2025-08-01 13:05:48.090,2025-08-18 19:42:08.707
1151,31517797,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:06:04.513,2025-08-01 13:06:04.700
1152,35106072,8,2,0,6,9,7,2025,1,34852320,34852320,2025-08-01 13:06:23.893,2025-08-06 03:43:41.507
1153,35488891,6,0,0,10,7,7,2025,1,34852320,34852320,2025-08-01 13:08:09.483,2025-08-01 13:08:09.877
1154,31199319,14,0,1,3,5,7,2025,1,34852320,34852320,2025-08-01 13:08:19.410,2025-08-16 17:22:14.830
1155,35420927,18,0,0,0,5,7,2025,1,34852320,34852320,2025-08-01 13:08:19.610,2025-08-01 13:08:19.673
1156,33680222,13,2,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:09:04.867,2025-08-18 18:11:08.353
1157,34050277,9,0,0,9,5,7,2025,1,34852320,34852320,2025-08-01 13:09:30.417,2025-08-19 10:36:40.153
1158,35417824,16,0,0,0,7,7,2025,1,34852320,NULL,2025-08-01 13:09:50.407,NULL
1159,34942796,12,9,0,0,2,7,2025,1,34852320,34852320,2025-08-01 13:10:02.577,2025-08-04 16:45:04.357
1160,34785723,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:10:06.110,2025-08-01 13:10:06.220
1161,35584493,19,0,0,1,3,7,2025,1,34852320,34852320,2025-08-01 13:10:51.397,2025-08-01 13:10:51.443
1162,34779909,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 13:11:21.730,2025-08-18 08:08:32.000
1163,35367637,21,0,0,0,2,7,2025,1,34852320,34852320,2025-08-01 13:11:24.870,2025-08-07 08:29:55.453
1164,35406836,17,0,0,0,6,7,2025,1,34852320,34852320,2025-08-01 13:12:06.970,2025-08-01 13:12:07.593
1165,35370936,19,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 13:12:23.537,2025-08-12 01:49:05.557
1166,33726790,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:12:26.553,2025-08-18 21:51:32.963
1167,34659619,12,1,0,4,7,7,2025,1,34852320,NULL,2025-08-01 13:12:29.317,NULL
1168,32737156,10,0,0,6,7,7,2025,1,34852320,NULL,2025-08-01 13:12:48.103,NULL
1169,34999636,12,2,0,4,7,7,2025,1,34852320,34852320,2025-08-01 13:13:38.483,2025-08-01 13:14:28.003
1170,30311831,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:13:53.767,2025-08-18 22:50:32.767
1171,35375236,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:14:35.897,2025-08-15 12:54:29.043
1172,33731846,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 13:15:26.030,2025-08-04 11:11:58.717
1173,31076996,5,2,0,11,7,7,2025,1,34852320,34852320,2025-08-01 13:15:36.487,2025-08-16 14:25:23.400
1174,28400942,13,0,0,0,10,7,2025,1,34852320,34852320,2025-08-01 13:16:17.007,2025-08-13 10:57:49.013
1175,30566637,15,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 13:16:24.507,2025-08-16 21:53:55.647
1176,31190247,17,0,1,1,4,7,2025,1,34852320,34852320,2025-08-01 13:17:02.557,2025-08-19 06:54:07.720
1177,34477931,13,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:17:06.340,2025-08-18 06:10:39.453
1178,34156966,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:17:42.750,2025-08-19 09:29:48.003
1179,34525032,16,0,0,4,3,7,2025,1,34852320,NULL,2025-08-01 13:17:49.643,NULL
1180,30371240,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:18:59.027,2025-08-17 21:39:00.767
1181,35351181,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:19:13.263,2025-08-14 20:05:11.800
1182,33882549,16,0,0,2,6,7,2025,1,34852320,34852320,2025-08-01 13:19:22.357,2025-08-14 13:25:41.750
1183,32445355,22,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 13:19:25.547,2025-08-01 13:19:25.640
1184,30232098,7,3,0,10,6,7,2025,1,34852320,34852320,2025-08-01 13:19:38.643,2025-08-06 12:03:29.690
1185,34749381,11,1,0,5,7,7,2025,1,34852320,34852320,2025-08-01 13:19:42.610,2025-08-17 21:55:58.667
1186,35109051,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 13:20:44.510,2025-08-05 15:28:17.240
1187,32506672,17,1,0,1,5,7,2025,1,34852320,34852320,2025-08-01 13:20:44.760,2025-08-01 13:20:44.837
1188,34759486,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:21:25.233,2025-08-01 13:22:15.473
1189,34844900,14,0,0,3,6,7,2025,1,34852320,34852320,2025-08-01 13:21:37.050,2025-08-18 17:03:37.187
1190,35536991,2,0,7,12,4,7,2025,1,34852320,34852320,2025-08-01 13:21:49.237,2025-08-18 19:01:38.523
1191,33663526,15,1,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:22:17.710,2025-08-01 14:03:01.377
1192,30254509,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:22:30.227,2025-08-19 10:44:47.907
1193,35224104,7,7,0,5,7,7,2025,1,34852320,34852320,2025-08-01 13:22:33.993,2025-08-01 14:30:41.770
1194,35370393,12,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:22:59.603,2025-08-01 15:05:40.527
1195,34999565,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:23:09.920,2025-08-06 10:17:59.800
1196,34799406,12,1,0,3,8,7,2025,1,34852320,34852320,2025-08-01 13:23:21.170,2025-08-01 13:23:21.340
1197,31504765,12,0,15,1,1,7,2025,1,34852320,34852320,2025-08-01 13:23:58.363,2025-08-01 13:23:58.457
1198,34908146,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:24:26.913,2025-08-17 09:21:18.340
1199,32678344,13,0,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:24:57.573,2025-08-01 13:25:08.343
1200,30800955,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:25:19.640,2025-08-03 19:33:48.170
1201,34999100,20,0,0,0,3,7,2025,1,34852320,34852320,2025-08-01 13:26:26.683,2025-08-14 14:28:40.707
1202,35804415,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:26:34.950,2025-08-11 11:55:55.850
1203,34989184,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:27:04.437,2025-08-16 14:46:33.563
1204,33445727,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:27:21.723,2025-08-11 10:54:50.663
1205,32009282,13,1,0,3,7,7,2025,1,34852320,34852320,2025-08-01 13:27:31.913,2025-08-18 11:37:36.423
1206,30265196,22,0,0,0,1,7,2025,1,34852320,34852320,2025-08-01 13:27:39.713,2025-08-12 18:18:46.543
1207,34130440,13,0,0,4,6,7,2025,1,34852320,34852320,2025-08-01 13:27:54.917,2025-08-16 23:18:16.567
1208,30294592,11,2,0,5,7,7,2025,1,34852320,NULL,2025-08-01 13:28:04.887,NULL
1209,34224704,10,0,6,1,7,7,2025,1,34852320,34852320,2025-08-01 13:28:59.223,2025-08-01 13:28:59.283
1210,33873997,7,0,7,5,6,7,2025,1,34852320,34852320,2025-08-01 13:29:39.620,2025-08-05 14:15:16.260
1211,30578134,14,1,0,4,5,7,2025,1,34852320,34852320,2025-08-01 13:30:50.660,2025-08-01 13:30:50.787
1212,34244130,11,4,0,5,7,7,2025,1,34852320,34852320,2025-08-01 13:31:16.087,2025-08-08 13:40:39.120
1213,35802578,14,0,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:31:23.727,2025-08-11 10:02:59.427
1214,28400922,0,0,0,0,23,7,2025,1,34852320,34852320,2025-08-01 13:32:15.483,2025-08-01 18:09:40.890
1215,30793785,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:32:23.093,2025-08-18 13:17:45.133
1216,31195581,9,3,0,7,7,7,2025,1,34852320,34852320,2025-08-01 13:32:34.487,2025-08-09 15:04:45.743
1217,32591393,16,0,0,1,5,7,2025,1,34852320,34852320,2025-08-01 13:33:12.897,2025-08-05 21:15:21.640
1218,34711205,15,0,0,0,8,7,2025,1,34852320,NULL,2025-08-01 13:33:13.507,NULL
1219,35124944,19,0,0,0,4,7,2025,1,34852320,34852320,2025-08-01 13:33:24.477,2025-08-01 13:33:49.713
1220,33547252,22,0,2,0,1,7,2025,1,34852320,34852320,2025-08-01 13:34:06.137,2025-08-01 13:34:06.217
1221,31401082,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 13:34:51.707,2025-08-07 08:50:23.437
1222,30250889,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:36:55.443,2025-08-18 20:35:24.853
1223,35037860,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:37:24.507,2025-08-14 12:44:09.527
1224,33568559,16,0,0,1,6,7,2025,1,34852320,34852320,2025-08-01 13:37:31.227,2025-08-03 09:21:48.183
1225,35076318,11,1,5,1,7,7,2025,1,34852320,34852320,2025-08-01 13:37:45.027,2025-08-19 09:45:14.950
1226,30574030,16,0,2,2,5,7,2025,1,34852320,34852320,2025-08-01 13:38:42.797,2025-08-13 07:39:10.647
1227,34788481,15,0,0,1,7,7,2025,1,34852320,34852320,2025-08-01 13:38:53.627,2025-08-03 12:53:24.727
1228,34130351,15,0,0,3,5,7,2025,1,34852320,34852320,2025-08-01 13:39:03.017,2025-08-02 08:24:06.940
1229,34943223,17,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:39:31.337,2025-08-19 04:10:34.843
1230,34936669,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:39:33.213,2025-08-19 11:39:37.897
1231,35296385,12,0,0,4,7,7,2025,1,34852320,34852320,2025-08-01 13:40:15.327,2025-08-19 11:43:20.377
1232,34641807,10,4,0,6,7,7,2025,1,34852320,NULL,2025-08-01 13:40:21.733,NULL
1233,34921933,14,1,0,2,7,7,2025,1,34852320,34852320,2025-08-01 13:40:41.923,2025-08-18 20:32:37.783
1234,35124855,18,0,0,1,4,7,2025,1,34852320,34852320,2025-08-01 13:42:59.503,2025-08-01 13:43:45.337
1235,34175598,15,1,0,4,4,7,2025,1,34852320,34852320,2025-08-01 13:43:20.803,2025-08-19 11:39:26.303
1236,34790726,16,0,0,0,7,7,2025,1,34852320,34852320,2025-08-01 13:43:55.010,2025-08-01 13:43:55.387
